transaction_id,timestamp,sender,receiver,amount,type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash,hour_of_day,day_of_week
T129446,2023-03-16T08:33:44.380148,ACC316354,ACC414999,140.48,payment,retail,London,pos,False,,,0.85,15,0.65,UPI,227.231.79.11,D2334099,8.0,3.0
T3076083,2023-07-20T21:08:18.747410,ACC200691,ACC180745,296.35,withdrawal,entertainment,London,web,False,,4157.909836739723,0.48,7,0.66,wire_transfer,207.26.202.135,D6521413,21.0,3.0
T3088711,2023-02-19T02:27:28.857519,ACC101935,ACC271986,990.98,deposit,travel,Berlin,web,True,card_not_present,-2807.4673837480555,0.79,13,0.33,ACH,93.180.240.197,D8097792,2.0,6.0
T2915611,2023-12-25T23:42:59.218509,ACC870792,ACC389622,3.36,transfer,utilities,Toronto,web,False,,7566.562722599722,1.06,5,0.36,card,133.4.177.218,D4097271,23.0,0.0
T1648906,2023-07-06T14:18:34.662089,ACC916941,ACC200254,55.93,transfer,retail,Toronto,mobile,False,,-3385.8767913205556,0.12,20,0.09,wire_transfer,21.175.193.8,D6032264,14.0,3.0
T3962787,2023-05-18T13:42:07.687373,ACC900037,ACC562991,64.04,payment,other,Tokyo,pos,False,,3039.4509070769445,-0.78,13,0.43,card,236.14.159.252,D6007876,13.0,3.0
T3081215,2023-04-07T17:48:57.230625,ACC541040,ACC115340,76.44,payment,grocery,Dubai,atm,False,,1728.1395897141665,0.89,20,0.81,UPI,68.203.148.233,D8747264,17.0,4.0
T2372000,2023-10-10T19:25:47.884428,ACC721227,ACC969837,167.28,withdrawal,online,Sydney,web,True,card_not_present,2892.0510587144445,1.01,9,0.72,UPI,223.162.70.99,D3111134,19.0,1.0
T3601645,2023-09-12T00:39:22.029505,ACC645619,ACC103809,1094.82,deposit,online,Dubai,pos,False,,4314.028398068333,-0.01,3,0.34,card,123.45.99.211,D9640078,0.0,1.0
T4080449,2023-05-24T17:35:41.766212,ACC898125,ACC226873,365.27,withdrawal,online,Toronto,atm,False,,-2590.750495963611,0.92,3,0.09,ACH,215.150.62.71,D4091309,17.0,2.0
T723095,2023-09-08T13:52:07.992937,ACC166108,ACC928004,182.18,deposit,utilities,Singapore,web,False,,,-0.3,5,0.38,UPI,148.23.68.190,D5599464,13.0,4.0
T2802689,2023-11-25T00:55:53.344351,ACC906414,ACC973949,327.38,withdrawal,travel,New York,web,False,,1985.8445369641668,-0.64,18,0.91,UPI,140.18.233.9,D4546100,0.0,5.0
T1326075,2023-04-20T21:49:52.245943,ACC981805,ACC626560,13.89,transfer,restaurant,Tokyo,pos,False,,-5314.267970746944,-1.82,14,0.03,ACH,96.214.30.210,D6489475,21.0,3.0
T228329,2023-12-12T15:10:47.907402,ACC425389,ACC353991,9.53,transfer,retail,Sydney,pos,False,,,-1.38,18,0.03,ACH,114.104.88.188,D7414283,15.0,1.0
T4539472,2023-12-03T21:31:38.281158,ACC599718,ACC954439,8.46,payment,restaurant,Sydney,pos,False,,6918.139550237501,-2.75,3,0.39,ACH,90.167.155.186,D6422975,21.0,6.0
T3528189,2023-03-24T06:57:12.788829,ACC898517,ACC893960,171.78,withdrawal,restaurant,Sydney,web,False,,-2372.563682641944,-1.24,1,0.52,ACH,17.137.81.102,D1632203,6.0,4.0
T5062100,2023-02-17T23:30:09.708375,ACC336763,ACC876844,11.9,transfer,utilities,Berlin,pos,False,,-6987.448641596667,-0.15,10,0.42,card,30.131.207.186,D6287494,23.0,4.0
T2683901,2023-05-29T20:52:28.452052,ACC337572,ACC884494,29.87,payment,grocery,Tokyo,mobile,False,,1960.407354845,2.14,12,0.07,ACH,120.163.16.165,D2409519,20.0,0.0
T4515104,2023-04-10T19:21:31.936423,ACC744989,ACC589025,702.16,withdrawal,grocery,Toronto,atm,False,,-4560.823866913333,0.12,8,0.12,card,225.170.6.172,D6392548,19.0,0.0
T1667679,2023-05-24T17:40:43.787026,ACC612136,ACC220530,37.69,payment,other,London,pos,False,,-3261.5383320133333,-0.17,7,0.39,card,24.101.184.229,D2961817,17.0,2.0
T3927020,2023-11-15T22:52:57.544913,ACC202446,ACC654313,1086.85,deposit,retail,Tokyo,web,False,,4346.777500386389,-0.29,20,0.59,wire_transfer,42.68.24.48,D6761858,22.0,2.0
T4612338,2023-03-21T12:21:16.291908,ACC561323,ACC227597,2.66,payment,online,Dubai,web,False,,-2462.4155728961114,0.57,16,0.07,ACH,42.210.179.193,D2996674,12.0,1.0
T2929166,2023-09-29T00:38:21.805714,ACC708267,ACC750111,546.33,deposit,utilities,London,mobile,False,,1308.304538822778,-1.5,11,0.91,UPI,63.158.144.38,D2990956,0.0,4.0
T2079649,2023-09-25T12:55:46.777134,ACC888164,ACC139280,92.1,payment,entertainment,Singapore,web,False,,-2194.207524358611,-0.2,3,0.72,card,124.177.128.23,D2961563,12.0,0.0
T2082493,2023-05-10T07:55:42.021589,ACC112392,ACC376409,17.9,transfer,travel,London,web,False,,2235.181284140556,0.51,8,0.57,card,70.130.26.157,D6164552,7.0,2.0
T2416920,2023-03-15T00:45:14.666349,ACC315771,ACC884428,152.03,withdrawal,grocery,New York,web,False,,-2338.915161833333,-0.58,5,0.66,wire_transfer,50.24.136.27,D6103417,0.0,2.0
T581379,2023-02-21T20:01:42.688802,ACC514023,ACC982849,11.92,payment,grocery,New York,web,False,,-382.5516433033334,-0.47,3,0.67,UPI,174.138.109.102,D8504965,20.0,1.0
T3958552,2023-09-20T17:46:57.451517,ACC469529,ACC970360,19.52,payment,retail,Berlin,pos,True,card_not_present,5464.969401871666,0.18,8,0.47,wire_transfer,2.60.134.40,D2027291,17.0,2.0
T830299,2023-04-24T19:47:48.925440,ACC117054,ACC979718,1307.15,deposit,other,New York,mobile,False,,2444.9217827894445,0.97,1,0.53,UPI,70.231.18.211,D3187541,19.0,0.0
T2678155,2023-04-13T01:37:53.092102,ACC405567,ACC462870,13.58,transfer,grocery,Berlin,mobile,False,,18.308623556944443,-0.44,5,0.03,wire_transfer,118.22.252.159,D9776937,1.0,3.0
T2827563,2023-02-24T11:50:35.235799,ACC677160,ACC791904,7.25,payment,retail,Berlin,atm,False,,-7077.380917704167,-0.44,18,0.77,UPI,253.43.36.243,D4990125,11.0,4.0
T3901971,2023-01-15T14:14:39.096014,ACC623578,ACC273856,19.52,transfer,utilities,Sydney,pos,False,,-2575.8998429366666,-1.1,10,0.48,UPI,234.248.109.41,D2357726,14.0,6.0
T3910641,2023-06-19T18:55:47.977947,ACC687540,ACC804255,1242.75,deposit,other,Sydney,mobile,False,,1337.3586560308331,-1.65,3,0.5,card,228.79.48.37,D6999847,18.0,0.0
T898226,2023-12-13T00:10:22.361376,ACC306598,ACC231262,59.67,payment,travel,London,mobile,False,,5391.879595962223,0.18,12,0.8,card,248.89.5.242,D5507512,0.0,2.0
T2250197,2023-01-25T06:17:33.067775,ACC228521,ACC149396,131.28,withdrawal,restaurant,Tokyo,pos,False,,-3529.845684223889,-0.38,19,0.19,wire_transfer,19.123.57.68,D6256065,6.0,2.0
T1185710,2023-08-21T07:44:31.331895,ACC550220,ACC801800,624.87,deposit,online,Sydney,pos,False,,-2769.428550349722,-0.53,9,0.51,UPI,54.192.38.144,D2196573,7.0,0.0
T430897,2023-02-02T19:52:46.941702,ACC202011,ACC753903,119.04,withdrawal,grocery,Sydney,web,False,,-2724.582425325834,-0.81,18,0.15,UPI,33.151.70.29,D8074664,19.0,3.0
T529750,2023-06-30T05:47:26.780904,ACC602827,ACC493090,32.25,payment,retail,London,atm,False,,940.27503257,-0.41,10,0.69,UPI,194.104.222.169,D1318094,5.0,4.0
T2244468,2023-12-17T03:04:10.799290,ACC168358,ACC548031,4.67,transfer,utilities,Dubai,mobile,False,,1727.5379195447222,-0.19,20,0.07,wire_transfer,185.224.236.91,D6110239,3.0,6.0
T1518831,2023-10-12T17:27:34.111545,ACC217492,ACC106672,1461.9,deposit,online,Dubai,mobile,False,,-912.4246643333332,-0.2,8,0.93,wire_transfer,105.249.184.192,D2805501,17.0,3.0
T4931042,2023-07-06T08:09:09.002233,ACC437253,ACC898419,547.38,withdrawal,entertainment,New York,mobile,False,,3726.29798431,1.22,5,0.71,ACH,47.169.252.115,D3108746,8.0,3.0
T1226802,2023-05-12T20:43:23.947929,ACC570287,ACC282038,21.95,transfer,retail,Sydney,pos,False,,,-0.49,12,0.67,card,217.40.80.117,D7274621,20.0,4.0
T783683,2023-03-04T18:56:25.939414,ACC340560,ACC187034,32.71,transfer,travel,Singapore,atm,False,,-5653.918411528055,-1.11,16,0.52,UPI,40.66.77.59,D7730555,18.0,5.0
T2843185,2023-09-28T06:52:08.715526,ACC881850,ACC235979,12.21,transfer,restaurant,Tokyo,pos,False,,174.67748570222224,-1.26,4,0.71,UPI,219.194.116.21,D8887243,6.0,3.0
T4601306,2023-09-28T05:36:00.024736,ACC747273,ACC345468,15.41,transfer,grocery,Sydney,pos,False,,4981.920407524723,1.31,18,0.43,ACH,10.224.107.189,D3691995,5.0,3.0
T2032688,2023-02-15T20:34:33.659109,ACC553604,ACC820684,74.82,payment,restaurant,Berlin,mobile,False,,-4166.519343845555,0.59,12,0.38,card,138.49.55.173,D9585441,20.0,2.0
T4150561,2023-06-20T05:47:55.121261,ACC478551,ACC205286,5.86,payment,utilities,Singapore,pos,False,,3139.6669898288887,1.43,11,0.67,wire_transfer,75.21.129.51,D2553925,5.0,1.0
T2478060,2023-07-08T22:53:20.503571,ACC218560,ACC290650,241.82,withdrawal,online,New York,pos,False,,1421.3736899758333,-0.43,16,0.79,wire_transfer,125.227.132.230,D7286121,22.0,5.0
T1588903,2023-09-27T23:19:28.009738,ACC631693,ACC515074,20.92,payment,restaurant,New York,web,False,,,1.29,18,0.61,ACH,91.218.116.60,D8119837,23.0,2.0
T1937456,2023-03-24T20:22:25.081059,ACC482442,ACC519370,46.15,transfer,retail,Toronto,atm,False,,-6207.200709324445,-0.45,17,0.65,wire_transfer,189.200.115.233,D2092292,20.0,4.0
T5076415,2023-02-13T17:54:44.307402,ACC828618,ACC296260,921.87,deposit,retail,Tokyo,pos,False,,-5376.691632747222,0.15,11,0.52,card,26.93.234.219,D9839622,17.0,0.0
T3654411,2023-03-06T09:15:29.531880,ACC685586,ACC944475,2.65,transfer,online,New York,web,False,,-5348.101252781388,0.11,19,0.43,card,253.218.115.154,D7172997,9.0,0.0
T2682017,2023-12-13T23:45:24.979690,ACC905885,ACC144238,495.94,withdrawal,entertainment,Singapore,atm,False,,2787.6683748111113,-0.33,11,0.85,UPI,148.127.210.151,D1191319,23.0,2.0
T2752438,2023-05-10T06:56:11.801456,ACC203633,ACC447647,227.56,payment,retail,Berlin,pos,False,,-241.18044770833333,1.37,6,0.82,ACH,73.69.102.66,D3456573,6.0,2.0
T1807979,2023-04-14T10:32:36.320198,ACC117602,ACC949091,763.98,deposit,other,Tokyo,web,True,card_not_present,-4258.462075057222,0.59,1,0.55,wire_transfer,167.64.5.211,D1773037,10.0,4.0
T1819787,2023-06-06T08:14:18.225036,ACC402677,ACC572973,37.42,withdrawal,online,Sydney,web,False,,1343.764947785278,-1.13,20,0.29,UPI,208.38.138.112,D4588660,8.0,1.0
T3072312,2023-07-09T02:31:37.386143,ACC146435,ACC708177,338.45,withdrawal,grocery,Singapore,atm,False,,,0.15,11,0.04,wire_transfer,176.146.175.51,D9787312,2.0,6.0
T1012403,2023-05-26T15:55:23.553062,ACC485850,ACC520287,35.07,transfer,entertainment,Toronto,mobile,False,,-1330.9022894052778,-1.33,4,0.34,ACH,254.144.162.80,D8115902,15.0,4.0
T3499269,2023-11-04T16:50:37.441952,ACC535232,ACC573191,44.65,transfer,utilities,Sydney,atm,False,,6564.174224881945,2.82,11,0.62,wire_transfer,123.58.163.230,D8568702,16.0,5.0
T943911,2023-06-03T00:36:24.486488,ACC219950,ACC274066,4.9,transfer,entertainment,Toronto,web,False,,-2000.399148582222,-0.46,10,0.36,UPI,231.165.170.220,D9700430,0.0,5.0
T3153827,2023-10-01T11:39:22.545283,ACC581114,ACC791758,7.95,transfer,grocery,London,atm,False,,1088.170990448611,1.35,18,0.23,ACH,245.145.72.151,D7025540,11.0,6.0
T972497,2023-03-14T02:47:59.194431,ACC754088,ACC191826,6.91,transfer,travel,Sydney,pos,False,,,-0.12,9,0.31,card,180.61.11.181,D3890771,2.0,1.0
T4474776,2023-03-27T14:49:04.723355,ACC599352,ACC343236,231.06,payment,other,Berlin,pos,True,card_not_present,-2298.8910139980553,-0.03,6,0.77,ACH,144.229.150.127,D4261265,14.0,0.0
T392911,2023-02-16T18:21:31.233466,ACC497558,ACC480634,21.88,transfer,other,Singapore,pos,False,,,0.79,6,0.22,wire_transfer,22.117.222.39,D7305097,18.0,3.0
T1997289,2023-03-25T11:26:52.509307,ACC525243,ACC640773,94.64,payment,other,London,pos,False,,862.9039129063889,0.47,19,0.64,card,115.21.115.204,D3296370,11.0,5.0
T970006,2023-10-06T13:57:03.763331,ACC755425,ACC852932,753.21,withdrawal,online,Sydney,atm,False,,,0.45,2,0.64,wire_transfer,127.252.11.191,D1339221,13.0,4.0
T2339610,2023-06-07T10:15:16.174190,ACC421799,ACC871584,13.1,payment,restaurant,Tokyo,atm,False,,-1213.4957433897223,-0.35,5,0.02,UPI,74.183.200.7,D7848256,10.0,2.0
T4194665,2023-09-10T19:28:56.973327,ACC454633,ACC219244,1783.41,deposit,utilities,New York,mobile,False,,5942.554325668334,-2.4,5,0.89,UPI,232.195.46.44,D8593871,19.0,6.0
T3811376,2023-01-19T19:02:14.936421,ACC954096,ACC582366,461.47,withdrawal,utilities,Sydney,pos,False,,-7906.312209652779,-0.66,1,0.44,card,34.1.132.150,D6010101,19.0,3.0
T2522150,2023-07-28T11:00:10.009281,ACC906965,ACC579582,1.54,payment,entertainment,New York,pos,False,,502.10145210055555,1.49,2,0.33,ACH,253.25.69.83,D1933418,11.0,4.0
T553177,2023-06-07T16:53:35.061406,ACC702997,ACC540965,11.3,payment,online,London,pos,False,,,-1.53,1,0.32,UPI,220.97.79.126,D9807174,16.0,2.0
T4402866,2023-05-20T01:49:08.099880,ACC413813,ACC619120,52.19,transfer,retail,Dubai,pos,False,,-1387.0865227761112,-0.57,20,0.68,card,14.151.178.132,D3802689,1.0,5.0
T2451567,2023-11-24T12:45:55.279795,ACC665370,ACC842789,286.38,withdrawal,entertainment,Toronto,atm,False,,6529.629001356945,0.58,17,0.43,card,138.180.62.58,D7918368,12.0,4.0
T3278999,2023-12-12T02:56:55.880751,ACC757424,ACC382469,20.3,payment,travel,Dubai,web,False,,6386.234894155556,-0.06,18,0.31,card,114.38.52.213,D5072747,2.0,1.0
T4875348,2023-06-29T05:06:37.420820,ACC264772,ACC704059,1302.84,deposit,other,Dubai,web,False,,-115.17242600361112,0.82,9,0.5,card,228.45.246.236,D3598621,5.0,3.0
T3357851,2023-02-14T20:23:12.657684,ACC865693,ACC968330,754.77,withdrawal,grocery,Sydney,atm,True,card_not_present,808.6799315444445,0.96,3,0.11,ACH,109.79.177.147,D3713929,20.0,1.0
T680449,2023-03-05T09:40:28.174534,ACC651987,ACC877247,34.46,payment,other,Tokyo,atm,False,,407.81085861111114,1.25,6,0.5,card,54.18.243.67,D4932814,9.0,6.0
T3399955,2023-08-08T14:20:58.430350,ACC295223,ACC306739,706.18,withdrawal,online,Singapore,atm,False,,2873.8750887530555,-1.16,7,0.77,wire_transfer,147.45.24.178,D3822715,14.0,1.0
T1647937,2023-05-22T11:24:06.073994,ACC638897,ACC448309,18.95,payment,retail,Berlin,pos,False,,-3727.635381409722,-0.82,18,0.6,ACH,151.143.141.6,D4789885,11.0,0.0
T3947562,2023-05-27T12:00:33.220488,ACC868292,ACC144015,1249.37,deposit,other,New York,pos,False,,2925.6724662825,0.35,8,0.07,UPI,166.79.174.106,D8093786,12.0,5.0
T2299796,2023-03-23T14:53:37.517236,ACC758726,ACC339708,13.49,transfer,online,Berlin,web,False,,,0.27,1,0.0,ACH,148.192.68.8,D9263737,14.0,3.0
T3606447,2023-10-12T16:17:20.201153,ACC545163,ACC917985,6.07,transfer,other,Berlin,pos,False,,563.9048664716667,0.47,2,0.29,UPI,112.12.93.112,D7243738,16.0,3.0
T3939397,2023-07-18T19:49:20.654840,ACC358685,ACC619392,76.95,payment,other,Toronto,web,False,,-2553.3120438369447,0.06,11,0.82,ACH,89.98.180.231,D9526874,19.0,1.0
T2677026,2023-10-31T14:16:37.355743,ACC900330,ACC676198,186.9,payment,restaurant,London,mobile,False,,-978.2678119863888,-1.09,3,0.0,ACH,79.230.254.0,D1523858,14.0,1.0
T2008166,2023-03-17T07:08:46.699535,ACC628437,ACC379225,4.45,transfer,restaurant,Toronto,web,False,,-6360.641188363611,-0.1,18,0.48,UPI,157.15.214.232,D8412590,7.0,4.0
T1982165,2023-07-29T03:15:08.056638,ACC855770,ACC906211,48.01,transfer,online,Berlin,pos,False,,-533.0782457616666,1.02,9,0.06,wire_transfer,155.21.40.41,D6676470,3.0,5.0
T3549819,2023-11-08T20:12:56.795987,ACC785825,ACC614376,143.79,withdrawal,online,London,atm,False,,-195.1719691433333,-1.62,1,0.67,card,23.237.55.33,D9527742,20.0,2.0
T3280673,2023-06-22T20:21:01.927446,ACC869626,ACC409933,0.01,withdrawal,travel,Tokyo,pos,False,,-4587.677215081667,-0.37,15,0.26,UPI,70.184.225.151,D3618277,20.0,3.0
T3179568,2023-07-10T15:51:29.299732,ACC432020,ACC793868,58.16,payment,utilities,London,web,False,,3617.634670055555,0.69,8,0.17,wire_transfer,176.50.177.216,D4861724,15.0,0.0
T570643,2023-02-08T15:37:19.579032,ACC898842,ACC848917,62.8,payment,travel,Singapore,pos,False,,-5733.182956923889,-1.35,16,0.68,wire_transfer,74.14.197.203,D8593734,15.0,2.0
T1742653,2023-11-01T02:48:50.231808,ACC491900,ACC236739,30.32,transfer,retail,Tokyo,mobile,False,,,-1.48,17,0.91,wire_transfer,58.190.154.119,D8497974,2.0,2.0
T4971439,2023-08-12T11:07:12.458193,ACC794929,ACC486161,110.6,deposit,online,Sydney,pos,False,,4540.700093807778,1.36,4,0.02,wire_transfer,253.25.178.28,D6160969,11.0,5.0
T1041987,2023-07-05T00:04:02.807172,ACC967070,ACC976400,162.6,payment,travel,Sydney,atm,False,,,-0.65,20,0.41,UPI,220.126.161.183,D5852144,0.0,2.0
T4478786,2023-07-15T03:56:45.018534,ACC866104,ACC350413,25.06,transfer,restaurant,London,mobile,False,,528.5839942036112,0.44,9,0.69,ACH,106.74.69.139,D7315369,3.0,5.0
T3419205,2023-03-28T11:03:03.537434,ACC975353,ACC147402,20.73,transfer,entertainment,Berlin,atm,False,,-5501.510412685278,-0.21,6,0.87,card,43.93.248.198,D8943532,11.0,1.0
T1176167,2023-11-11T14:13:32.529334,ACC799490,ACC950024,1234.88,deposit,retail,Berlin,atm,False,,6675.059009498055,-1.1,16,0.55,wire_transfer,33.203.72.223,D7227024,14.0,5.0
T4252838,2023-05-14T21:46:46.232370,ACC596082,ACC777880,84.04,withdrawal,retail,London,mobile,False,,762.2304236436112,-0.55,9,0.03,ACH,58.111.34.244,D5812127,21.0,6.0
T2808373,2023-11-12T01:08:04.098522,ACC788543,ACC553355,20.45,transfer,utilities,Toronto,atm,False,,7465.8438934813885,-0.1,7,0.66,card,124.236.102.0,D8202110,1.0,6.0
T768996,2023-06-08T23:01:32.535879,ACC379831,ACC618947,109.95,transfer,entertainment,Dubai,mobile,False,,1799.4114760363889,-1.16,8,0.48,ACH,224.133.78.193,D1150726,23.0,3.0
T3588440,2023-01-12T03:32:58.599702,ACC950347,ACC632590,772.61,deposit,online,Sydney,web,False,,-3802.675618756945,0.09,18,0.5,ACH,173.151.99.110,D6132431,3.0,3.0
T4536073,2023-11-12T07:28:13.386762,ACC660257,ACC660832,19.39,transfer,retail,New York,web,False,,6314.444152123889,0.5,1,0.76,UPI,96.52.208.88,D5665591,7.0,6.0
T307001,2023-07-22T22:39:21.923976,ACC210340,ACC264942,141.17,payment,entertainment,Berlin,mobile,False,,,1.56,5,0.87,wire_transfer,197.124.238.252,D1703618,22.0,5.0
T403212,2023-05-22T17:17:52.279719,ACC746591,ACC326301,38.55,transfer,travel,Tokyo,web,False,,,-0.61,6,0.48,wire_transfer,33.141.121.25,D2265665,17.0,0.0
T903627,2023-02-08T15:03:33.851115,ACC320439,ACC291029,161.35,withdrawal,retail,London,atm,False,,-676.9856932580556,1.59,19,0.21,wire_transfer,166.162.197.187,D1073733,15.0,2.0
T444452,2023-12-04T14:43:02.023441,ACC454259,ACC403428,581.01,withdrawal,grocery,Tokyo,mobile,False,,,-1.67,9,0.81,wire_transfer,213.100.156.103,D4589764,14.0,0.0
T1890212,2023-06-26T11:44:38.793580,ACC991751,ACC938489,534.61,withdrawal,restaurant,Dubai,web,False,,-3406.223472718611,0.72,8,0.75,wire_transfer,166.169.61.121,D9368307,11.0,0.0
T2638675,2023-10-10T08:40:12.247541,ACC785496,ACC830670,75.21,payment,entertainment,New York,atm,False,,-1511.9620429925,-0.82,16,0.82,ACH,241.226.154.252,D6030014,8.0,1.0
T3659941,2023-08-28T02:01:57.867474,ACC607821,ACC108668,1019.39,deposit,restaurant,London,pos,True,card_not_present,926.6944917097222,0.94,9,0.91,ACH,29.119.151.193,D6745378,2.0,0.0
T1769758,2023-09-03T13:24:32.147080,ACC500960,ACC597180,0.01,withdrawal,restaurant,Tokyo,atm,False,,371.70959156583336,-0.78,4,0.49,wire_transfer,47.113.213.140,D7481582,13.0,6.0
T2210851,2023-02-19T22:46:55.799501,ACC931216,ACC929859,451.31,withdrawal,grocery,Dubai,atm,False,,677.1592033238888,0.9,19,0.46,UPI,176.125.210.124,D5203135,22.0,6.0
T4722361,2023-02-02T18:38:29.654430,ACC803668,ACC498917,15.25,transfer,travel,Berlin,atm,False,,-443.64922829555553,1.56,3,0.95,UPI,148.233.220.195,D8037038,18.0,3.0
T4311629,2023-10-21T19:17:06.921842,ACC428634,ACC448873,779.59,withdrawal,entertainment,Dubai,pos,False,,499.5675462725,-1.26,3,0.23,card,132.57.167.226,D9842793,19.0,5.0
T1079956,2023-11-15T07:03:57.842697,ACC839039,ACC983502,0.01,withdrawal,retail,Berlin,mobile,False,,5221.193905744444,0.75,16,0.77,card,56.22.23.75,D1374466,7.0,2.0
T896046,2023-08-26T15:31:18.455112,ACC620240,ACC655421,41.76,transfer,other,Sydney,web,False,,,1.23,11,0.97,card,79.143.37.147,D6207832,15.0,5.0
T4052589,2023-01-28T02:45:49.927613,ACC123769,ACC603587,910.57,deposit,restaurant,Sydney,web,False,,-811.5639466858333,-0.05,4,0.67,wire_transfer,55.57.77.236,D2191328,2.0,5.0
T3934633,2023-01-09T04:39:22.865093,ACC159395,ACC985960,12.64,withdrawal,restaurant,London,atm,False,,-3608.07694161,-1.08,2,0.66,ACH,57.157.175.78,D6077693,4.0,0.0
T3368531,2023-09-26T10:48:24.913997,ACC571909,ACC853666,1299.26,deposit,travel,Sydney,web,False,,5962.009430822778,-0.78,13,0.47,ACH,48.14.105.50,D7735695,10.0,1.0
T5022123,2023-10-18T15:06:09.236245,ACC275114,ACC417537,406.73,withdrawal,entertainment,Toronto,mobile,False,,6392.907384880833,1.38,11,0.98,ACH,173.112.11.226,D4611165,15.0,2.0
T2116725,2023-10-12T10:22:30.746476,ACC569199,ACC609938,70.37,payment,other,Sydney,atm,False,,-1442.8055993002777,0.52,4,0.72,wire_transfer,217.242.203.77,D7199453,10.0,3.0
T3705761,2023-10-22T23:30:44.790067,ACC964867,ACC586235,188.38,payment,entertainment,Toronto,atm,False,,758.7654464825,-0.84,6,0.94,card,33.203.172.141,D8718726,23.0,6.0
T4309924,2023-05-02T16:59:46.601408,ACC500870,ACC642796,68.36,withdrawal,restaurant,Tokyo,pos,True,card_not_present,-3330.444333076944,-0.49,6,0.11,card,98.37.189.11,D7882331,16.0,1.0
T4795983,2023-01-23T10:24:54.527499,ACC740639,ACC632973,73.73,withdrawal,travel,London,mobile,True,card_not_present,-6118.5750318313885,-0.95,7,0.11,ACH,197.177.243.183,D3340521,10.0,0.0
T4374489,2023-10-29T07:28:33.630945,ACC966020,ACC258300,0.01,withdrawal,online,Singapore,pos,False,,3930.4964590336112,-0.53,18,0.29,card,237.171.243.98,D5976458,7.0,6.0
T746939,2023-08-17T13:31:40.748025,ACC120712,ACC553820,42.55,payment,other,Toronto,mobile,False,,4902.517882975833,-1.32,4,0.41,card,57.53.141.146,D4555366,13.0,3.0
T245921,2023-06-05T12:35:17.518758,ACC167553,ACC324371,602.51,withdrawal,restaurant,Sydney,pos,False,,,-0.26,12,0.1,ACH,52.133.74.83,D2431775,12.0,0.0
T420301,2023-04-09T22:36:35.752970,ACC333353,ACC520011,70.14,payment,other,London,mobile,False,,,-0.66,15,0.2,wire_transfer,234.137.136.213,D2932255,22.0,6.0
T3673543,2023-11-21T16:07:03.311415,ACC597030,ACC257547,24.73,transfer,other,Tokyo,pos,False,,5546.292781820834,0.15,3,0.69,card,166.144.79.243,D7474912,16.0,1.0
T2095675,2023-01-03T21:57:56.450752,ACC450977,ACC776757,455.69,deposit,utilities,New York,atm,False,,-6593.933632840278,0.03,1,0.35,ACH,229.65.158.45,D7070661,21.0,1.0
T3279259,2023-11-07T14:31:51.840586,ACC517161,ACC171746,130.26,payment,grocery,Dubai,mobile,False,,3087.8723939750003,-1.1,12,0.95,wire_transfer,29.116.33.218,D1187289,14.0,1.0
T674192,2023-01-23T20:34:05.371613,ACC917806,ACC644987,1927.39,deposit,online,Tokyo,web,False,,,-0.35,13,0.4,wire_transfer,143.212.157.194,D9570189,20.0,0.0
T2735712,2023-12-14T15:24:23.650050,ACC635783,ACC956195,1467.93,deposit,online,Sydney,pos,False,,2364.405208798611,-2.7,8,0.63,card,220.137.222.161,D8957931,15.0,3.0
T3487796,2023-06-28T02:28:20.758854,ACC548513,ACC308340,404.74,deposit,restaurant,Sydney,web,False,,,1.07,1,0.77,ACH,54.23.19.222,D8036790,2.0,2.0
T3903048,2023-03-24T10:08:28.232930,ACC737841,ACC413880,0.01,withdrawal,entertainment,Toronto,web,False,,-1249.4050577852777,1.15,10,0.61,UPI,40.232.88.207,D3079815,10.0,4.0
T2723520,2023-04-01T06:47:51.040107,ACC482779,ACC659311,66.57,transfer,utilities,London,web,False,,-2400.419170852222,0.06,15,0.03,card,92.246.162.34,D6751528,6.0,5.0
T798129,2023-12-31T12:08:14.124422,ACC950078,ACC209970,484.62,deposit,restaurant,Dubai,web,False,,,1.34,6,0.64,card,15.75.86.6,D3443878,12.0,6.0
T886396,2023-05-23T17:06:11.357822,ACC819139,ACC911884,43.05,transfer,restaurant,New York,mobile,False,,-4500.394231359722,0.38,18,0.2,wire_transfer,206.51.177.237,D1662815,17.0,1.0
T4174102,2023-04-02T16:14:28.539900,ACC193528,ACC649755,915.73,deposit,utilities,Dubai,mobile,False,,-543.8000097572223,-0.69,20,0.9,UPI,32.253.118.173,D4283654,16.0,6.0
T3608464,2023-09-25T03:07:33.835062,ACC218522,ACC872605,157.48,payment,online,Toronto,web,False,,1804.760606116111,0.89,14,0.47,ACH,203.116.176.164,D2965667,3.0,0.0
T2936972,2023-01-08T14:58:18.512097,ACC810821,ACC922850,141.15,payment,online,New York,mobile,False,,-1005.746532715,-0.39,16,0.25,UPI,9.79.189.220,D4781281,14.0,6.0
T5079492,2023-04-04T13:30:07.888482,ACC557058,ACC352645,33.4,transfer,travel,Toronto,atm,False,,1391.2048617405555,-0.06,7,0.88,card,11.255.53.16,D1574647,13.0,1.0
